p,o,f,g,sp,plant,week,sample,rh,prcp,tempavg,tempmax,smobs,seqct
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma italica,#5,3,#5.3,79,3.68,72.5,86,1,58
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma italica,#5,3,#5.3,79,3.68,72.5,86,1,3
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma italica,#5,3,#5.3,79,3.68,72.5,86,1,11
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma italica,#5,3,#5.3,79,3.68,72.5,86,1,4
Ascomycota,Pleosporales,Phaeosphaeriaceae,Neosetophoma,Neosetophoma sp. ,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Lophiostomataceae,Neovaginatispora,Neovaginatispora fuckelii,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Lophiostomataceae,Neovaginatispora,Neovaginatispora fuckelii,#5,3,#5.3,79,3.68,72.5,86,1,0
Basidiomycota,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema flavescens,#6,3,#6.3,79,3.68,72.5,86,1,0
Basidiomycota,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema flavescens,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp.,#5,3,#5.3,79,3.68,72.5,86,1,14
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#5,3,#5.3,79,3.68,72.5,86,1,5
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#5,3,#5.3,79,3.68,72.5,86,1,3
Ascomycota,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Paraconiothyrium sp. ,#5,3,#5.3,79,3.68,72.5,86,1,9
Ascomycota,Pleosporales,Parapyrenochaetaceae,Parapyrenochaeta,Parapyrenochaeta sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Parapyrenochaetaceae,Parapyrenochaeta,Parapyrenochaeta sp.,#5,3,#5.3,79,3.68,72.5,86,1,5
Basidiomycota,Russulales,Peniophoraceae,Peniophora,Peniophora limitata,#6,3,#6.3,79,3.68,72.5,86,1,2
Basidiomycota,Russulales,Peniophoraceae,Peniophora,Peniophora limitata,#5,3,#5.3,79,3.68,72.5,86,1,14
Ascomycota,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces sp.,#5,3,#5.3,79,3.68,72.5,86,1,19
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria sp. ,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp.,#5,3,#5.3,79,3.68,72.5,86,1,1
Ascomycota,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,Phaeosphaeriopsis sp. ,#5,3,#5.3,79,3.68,72.5,86,1,3
Ascomycota,Helotiales,Mollisiaceae,Phialocephala,Phialocephala sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Helotiales,Mollisiaceae,Phialocephala,Phialocephala sp.,#5,3,#5.3,79,3.68,72.5,86,1,2
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#6,3,#6.3,79,3.68,72.5,86,1,1
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#6,3,#6.3,79,3.68,72.5,86,1,1
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma zantedeschiae,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma macrostoma,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma medicaginis ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma herbarum,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#5,3,#5.3,79,3.68,72.5,86,1,3
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#5,3,#5.3,79,3.68,72.5,86,1,234
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#5,3,#5.3,79,3.68,72.5,86,1,12
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#5,3,#5.3,79,3.68,72.5,86,1,4
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma sp.,#5,3,#5.3,79,3.68,72.5,86,1,4
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma zantedeschiae,#5,3,#5.3,79,3.68,72.5,86,1,3
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma macrostoma,#5,3,#5.3,79,3.68,72.5,86,1,14
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma medicaginis ,#5,3,#5.3,79,3.68,72.5,86,1,8
Ascomycota,Pleosporales,Didymellaceae,Phoma,Phoma herbarum,#5,3,#5.3,79,3.68,72.5,86,1,12
Ascomycota,Diaporthales,Valsaceae,Phomopsis,Phomopsis sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Diaporthales,Valsaceae,Phomopsis,Phomopsis sp. ,#5,3,#5.3,79,3.68,72.5,86,1,45
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,3,#5.3,79,3.68,72.5,86,1,7
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,3,#5.3,79,3.68,72.5,86,1,18
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,3,#5.3,79,3.68,72.5,86,1,6
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,3,#5.3,79,3.68,72.5,86,1,55
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,3,#5.3,79,3.68,72.5,86,1,68
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,3,#5.3,79,3.68,72.5,86,1,16
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,3,#5.3,79,3.68,72.5,86,1,7
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,3,#5.3,79,3.68,72.5,86,1,3
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,3,#5.3,79,3.68,72.5,86,1,16
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,3,#5.3,79,3.68,72.5,86,1,1055
Ascomycota,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia sp.,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces sp.,#6,3,#6.3,79,3.68,72.5,86,1,22
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces chartarum,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces sp.,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Astrosphaeriellaceae,Pithomyces,Pithomyces chartarum,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella cucumerina,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella cucumerina,#5,3,#5.3,79,3.68,72.5,86,1,2
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#6,3,#6.3,79,3.68,72.5,86,1,27
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#6,3,#6.3,79,3.68,72.5,86,1,103
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#6,3,#6.3,79,3.68,72.5,86,1,19
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#6,3,#6.3,79,3.68,72.5,86,1,37
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp. ,#6,3,#6.3,79,3.68,72.5,86,1,6510
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp.,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Pleosporaceae,Pleospora,Pleospora sp. ,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Dothideales,Dothioraceae,Pringsheimia,Pringsheimia smilacis ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Dothideales,Dothioraceae,Pringsheimia,Pringsheimia smilacis,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Dothideales,Dothioraceae,Pringsheimia,Pringsheimia smilacis ,#5,3,#5.3,79,3.68,72.5,86,1,90
Ascomycota,Dothideales,Dothioraceae,Pringsheimia,Pringsheimia smilacis,#5,3,#5.3,79,3.68,72.5,86,1,47
Ascomycota,Mycosphaerellales,Dissoconiaceae,Pseudoveronaea,Pseudoveronaea ellipsoidea,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Mycosphaerellales,Dissoconiaceae,Pseudoveronaea,Pseudoveronaea ellipsoidea,#5,3,#5.3,79,3.68,72.5,86,1,1
Basidiomycota,Pucciniales,Pucciniaceae,Puccinia,Puccinia striiformis,#6,3,#6.3,79,3.68,72.5,86,1,0
Basidiomycota,Pucciniales,Pucciniaceae,Puccinia,Puccinia striiformis,#5,3,#5.3,79,3.68,72.5,86,1,17
Ascomycota,Cladosporiales,Cladosporiaceae,Rachicladosporium,Rachicladosporium cboliae,#6,3,#6.3,79,3.68,72.5,86,1,1
Ascomycota,Cladosporiales,Cladosporiaceae,Rachicladosporium,Rachicladosporium cboliae,#6,3,#6.3,79,3.68,72.5,86,1,23
Ascomycota,Cladosporiales,Cladosporiaceae,Rachicladosporium,Rachicladosporium cboliae,#6,3,#6.3,79,3.68,72.5,86,1,8
Ascomycota,Cladosporiales,Cladosporiaceae,Rachicladosporium,Rachicladosporium cboliae,#5,3,#5.3,79,3.68,72.5,86,1,3
Ascomycota,Cladosporiales,Cladosporiaceae,Rachicladosporium,Rachicladosporium cboliae,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Cladosporiales,Cladosporiaceae,Rachicladosporium,Rachicladosporium cboliae,#5,3,#5.3,79,3.68,72.5,86,1,13
Ascomycota,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Rhinocladiella sp.,#6,3,#6.3,79,3.68,72.5,86,1,63
Ascomycota,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Rhinocladiella sp.,#6,3,#6.3,79,3.68,72.5,86,1,82
Ascomycota,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Rhinocladiella sp.,#6,3,#6.3,79,3.68,72.5,86,1,110
Ascomycota,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Rhinocladiella sp.,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Rhinocladiella sp.,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Rhinocladiella sp.,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,incertae sedis,Sarcinomyces,Sarcinomyces sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,incertae sedis,Sarcinomyces,Sarcinomyces sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,incertae sedis,Sarcinomyces,Sarcinomyces sp. ,#6,3,#6.3,79,3.68,72.5,86,1,8
Ascomycota,Chaetothyriales,incertae sedis,Sarcinomyces,Sarcinomyces sp.,#6,3,#6.3,79,3.68,72.5,86,1,2
Ascomycota,Chaetothyriales,incertae sedis,Sarcinomyces,Sarcinomyces sp.,#5,3,#5.3,79,3.68,72.5,86,1,3
Ascomycota,Chaetothyriales,incertae sedis,Sarcinomyces,Sarcinomyces sp.,#5,3,#5.3,79,3.68,72.5,86,1,3
Ascomycota,Chaetothyriales,incertae sedis,Sarcinomyces,Sarcinomyces sp. ,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,incertae sedis,Sarcinomyces,Sarcinomyces sp.,#5,3,#5.3,79,3.68,72.5,86,1,11
Ascomycota,Pleosporales,Phaeosphaeriaceae,Sclerostagonospora,Sclerostagonospora ericae,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Sclerostagonospora,Sclerostagonospora ericae,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Xylariales,Sporocadaceae,Seiridium,Seiridium rosarum,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Xylariales,Sporocadaceae,Seiridium,Seiridium rosarum,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Xylariales,Sporocadaceae,Seiridium,Seiridium rosarum,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Xylariales,Sporocadaceae,Seiridium,Seiridium rosarum,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Setophaeosphaeria,Setophaeosphaeria sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Setophaeosphaeria,Setophaeosphaeria sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Setophaeosphaeria,Setophaeosphaeria badalingensis,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Setophaeosphaeria,Setophaeosphaeria sp.,#5,3,#5.3,79,3.68,72.5,86,1,3
Ascomycota,Pleosporales,Phaeosphaeriaceae,Setophaeosphaeria,Setophaeosphaeria sp.,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Phaeosphaeriaceae,Setophaeosphaeria,Setophaeosphaeria badalingensis,#5,3,#5.3,79,3.68,72.5,86,1,5
Ascomycota,Pleosporales,Lophiostomataceae,Sigarispora,Sigarispora ononidis,#6,3,#6.3,79,3.68,72.5,86,1,547
Ascomycota,Pleosporales,Lophiostomataceae,Sigarispora,Sigarispora ononidis,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,Sphaerulina sp.,#6,3,#6.3,79,3.68,72.5,86,1,2
Ascomycota,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,Sphaerulina berberidis,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,Sphaerulina berberidis,#6,3,#6.3,79,3.68,72.5,86,1,1
Ascomycota,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,Sphaerulina sp.,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,Sphaerulina berberidis,#5,3,#5.3,79,3.68,72.5,86,1,1
Ascomycota,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,Sphaerulina berberidis,#5,3,#5.3,79,3.68,72.5,86,1,25
Ascomycota,Pleosporales,Massarinaceae,Stagonospora,Stagonospora sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Massarinaceae,Stagonospora,Stagonospora sp.,#5,3,#5.3,79,3.68,72.5,86,1,11
Ascomycota,Pleosporales,Didymellaceae,Stagonosporopsis,Stagonosporopsis sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Pleosporales,Didymellaceae,Stagonosporopsis,Stagonosporopsis sp.,#6,3,#6.3,79,3.68,72.5,86,1,2
Ascomycota,Pleosporales,Didymellaceae,Stagonosporopsis,Stagonosporopsis sp.,#5,3,#5.3,79,3.68,72.5,86,1,1
Ascomycota,Pleosporales,Didymellaceae,Stagonosporopsis,Stagonosporopsis sp.,#5,3,#5.3,79,3.68,72.5,86,1,7
Ascomycota,Chaetothyriales,incertae sedis,Strelitziana,Strelitziana albiziae,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,incertae sedis,Strelitziana,Strelitziana mali,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,incertae sedis,Strelitziana,Strelitziana mali,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,incertae sedis,Strelitziana,Strelitziana albiziae,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,incertae sedis,Strelitziana,Strelitziana albiziae,#5,3,#5.3,79,3.68,72.5,86,1,2
Ascomycota,Chaetothyriales,incertae sedis,Strelitziana,Strelitziana mali,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,incertae sedis,Strelitziana,Strelitziana mali,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,incertae sedis,Strelitziana,Strelitziana albiziae,#5,3,#5.3,79,3.68,72.5,86,1,1
Ascomycota,Dothideales,Dothioraceae,Sydowia,Sydowia sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Dothideales,Dothioraceae,Sydowia,Sydowia sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Dothideales,Dothioraceae,Sydowia,Sydowia sp. ,#5,3,#5.3,79,3.68,72.5,86,1,37
Ascomycota,Dothideales,Dothioraceae,Sydowia,Sydowia sp. ,#5,3,#5.3,79,3.68,72.5,86,1,761
Basidiomycota,incertae sedis,Symmetrosporaceae,Symmetrospora,Symmetrospora gracilis,#6,3,#6.3,79,3.68,72.5,86,1,0
Basidiomycota,incertae sedis,Symmetrosporaceae,Symmetrospora,Symmetrospora symmetrica,#6,3,#6.3,79,3.68,72.5,86,1,0
Basidiomycota,incertae sedis,Symmetrosporaceae,Symmetrospora,Symmetrospora sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Basidiomycota,incertae sedis,Symmetrosporaceae,Symmetrospora,Symmetrospora gracilis,#5,3,#5.3,79,3.68,72.5,86,1,1
Basidiomycota,incertae sedis,Symmetrosporaceae,Symmetrospora,Symmetrospora symmetrica,#5,3,#5.3,79,3.68,72.5,86,1,0
Basidiomycota,incertae sedis,Symmetrosporaceae,Symmetrospora,Symmetrospora sp.,#5,3,#5.3,79,3.68,72.5,86,1,75
Ascomycota,Taphrinales,Taphrinaceae,Taphrina,Taphrina sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Taphrinales,Taphrinaceae,Taphrina,Taphrina sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Taphrinales,Taphrinaceae,Taphrina,Taphrina sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Taphrinales,Taphrinaceae,Taphrina,Taphrina sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Taphrinales,Taphrinaceae,Taphrina,Taphrina inositophila,#6,3,#6.3,79,3.68,72.5,86,1,1
Ascomycota,Taphrinales,Taphrinaceae,Taphrina,Taphrina sp. ,#5,3,#5.3,79,3.68,72.5,86,1,10
Ascomycota,Taphrinales,Taphrinaceae,Taphrina,Taphrina sp. ,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Taphrinales,Taphrinaceae,Taphrina,Taphrina sp. ,#5,3,#5.3,79,3.68,72.5,86,1,11
Ascomycota,Taphrinales,Taphrinaceae,Taphrina,Taphrina sp. ,#5,3,#5.3,79,3.68,72.5,86,1,6
Ascomycota,Taphrinales,Taphrinaceae,Taphrina,Taphrina inositophila,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,incertae sedis,incertae sedis,Tricellula,Tricellula aquatica,#6,3,#6.3,79,3.68,72.5,86,1,6
Ascomycota,incertae sedis,incertae sedis,Tricellula,Tricellula aquatica,#5,3,#5.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,20
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,4
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp. ,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,1
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
Ascomycota,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium sp.,#6,3,#6.3,79,3.68,72.5,86,1,0
